PRCE_REG_YMD,PDLT_CODE,PDLT_NM,AMNT_RAIN,AVG_TEMP_C,total_SunL,Quantity,PDLT_PRCE
20201203,411,사과,0,0.7,11.52,114731,5950
20201207,224,호박,0,3.4,8.93,305957,1135.75
20201207,223,오이,0,3.4,8.93,265777,793
20201207,214,상추,0,3.4,8.93,87056,3818.75
20201207,211,배추,0,3.4,8.93,800918,425
20201207,152,감자,0,3.4,8.93,307130,1700
20201207,151,고구마,0,3.4,8.93,198316,3550
20201207,245,양파,0,3.4,8.93,588631,1375
20201207,232,당근,0,3.4,8.93,250510,1083.333333
20201207,225,토마토,0,3.4,8.93,125710,3020
20201207,411,사과,0,3.4,8.93,164867,5950
20201208,224,호박,0,-0.5,11.4,209133,1144
20201208,223,오이,0,-0.5,11.4,157502,788
20201208,214,상추,0,-0.5,11.4,73378,3456.25
20201208,152,감자,0,-0.5,11.4,273790,1700
20201208,151,고구마,0,-0.5,11.4,141484,3550
20201208,211,배추,0,-0.5,11.4,507659,425
20201208,225,토마토,0,-0.5,11.4,101783.5,2820
20201208,245,양파,0,-0.5,11.4,671640,1375
20201208,232,당근,0,-0.5,11.4,191870,1016.666667
20201208,411,사과,0,-0.5,11.4,217346,5950
20201209,224,호박,0,1.5,8.48,237469,1144
20201209,223,오이,0,1.5,8.48,209798,788
20201209,214,상추,0,1.5,8.48,73147,3456.25
20201209,211,배추,0,1.5,8.48,569795,425
20201209,152,감자,0,1.5,8.48,302390,1700
20201209,151,고구마,0,1.5,8.48,167468,3550
20201209,225,토마토,0,1.5,8.48,58492,2820
20201209,245,양파,0,1.5,8.48,723820,1375
20201209,232,당근,0,1.5,8.48,176160,1016.666667
20201209,411,사과,0,1.5,8.48,75328.5,5950
20201210,223,오이,0,5.8,4.74,147491,667.75
20201210,214,상추,0,5.8,4.74,71058,3368.75
20201210,211,배추,0,5.8,4.74,170800,425
20201210,152,감자,0,5.8,4.74,280907,1700
20201210,151,고구마,0,5.8,4.74,150810,3550
20201210,224,호박,0,5.8,4.74,143500.5,994
20201210,225,토마토,0,5.8,4.74,99417.5,2820
20201210,245,양파,0,5.8,4.74,680817,1365
20201210,232,당근,0,5.8,4.74,162030,1016.666667
20201210,411,사과,0,5.8,4.74,100789.5,5950
20201211,223,오이,0,5.3,5.85,232026,634.25
20201211,214,상추,0,5.3,5.85,71474,3487.5
20201211,152,감자,0,5.3,5.85,216750,1700
20201211,151,고구마,0,5.3,5.85,148630,3950
20201211,224,호박,0,5.3,5.85,193924,968.25
20201211,211,배추,0,5.3,5.85,553582,425
20201211,225,토마토,0,5.3,5.85,108034.5,3200
20201211,245,양파,0,5.3,5.85,667900,1365
20201211,232,당근,0,5.3,5.85,144074,1016.666667
20201211,411,사과,0,5.3,5.85,90818.5,5950
20201214,223,오이,0,-7.7,11.44,340890,541.25
20201214,214,상추,0,-7.7,11.44,86608,3987.5
20201214,211,배추,0,-7.7,11.44,578324,467.5
20201214,151,고구마,0,-7.7,11.44,240636,3950
20201214,224,호박,0,-7.7,11.44,307460,945
20201214,152,감자,0,-7.7,11.44,277527,1450
20201214,225,토마토,0,-7.7,11.44,134437,3950
20201214,245,양파,0,-7.7,11.44,611255,1365
20201214,232,당근,0,-7.7,11.44,215960,1070
20201214,411,사과,0,-7.7,11.44,132744,5950
20201215,214,상추,0,-8.3,11.61,69924,4237.5
20201215,211,배추,0,-8.3,11.61,331260,467.5
20201215,151,고구마,0,-8.3,11.61,202840,3950
20201215,223,오이,0,-8.3,11.61,152678,513
20201215,152,감자,0,-8.3,11.61,256330,1500
20201215,224,호박,0,-8.3,11.61,208173,985.75
20201215,245,양파,0,-8.3,11.61,554755,1365
20201215,232,당근,0,-8.3,11.61,164270,1093.333333
20201215,225,토마토,0,-8.3,11.61,99718.5,3950
20201215,411,사과,0,-8.3,11.61,96672.5,5950
20201216,214,상추,0,-8.3,11.44,65538,3537.5
20201216,151,고구마,0,-8.3,11.44,225622,3950
20201216,152,감자,0,-8.3,11.44,176965,1500
20201216,223,오이,0,-8.3,11.44,213434,493
20201216,225,토마토,0,-8.3,11.44,54692.5,3950
20201216,224,호박,0,-8.3,11.44,220759,950.75
20201216,245,양파,0,-8.3,11.44,563193,1365
20201216,232,당근,0,-8.3,11.44,112920,1216.666667
20201216,211,배추,0,-8.3,11.44,127934,467.5
20201216,411,사과,0,-8.3,11.44,119878,5950
20201217,223,오이,0,-4.9,11.15,114946,456
20201217,214,상추,0,-4.9,11.15,58794,3537.5
20201217,224,호박,0,-4.9,11.15,168446,950.75
20201217,152,감자,0,-4.9,11.15,223800,1500
20201217,151,고구마,0,-4.9,11.15,159740,3950
20201217,211,배추,0,-4.9,11.15,150459,467.5
20201217,225,토마토,0,-4.9,11.15,74683,3950
20201217,245,양파,0,-4.9,11.15,605286,1365
20201217,232,당근,0,-4.9,11.15,119880,1216.666667
20201217,411,사과,0,-4.9,11.15,79973,5950
20201218,224,호박,0.2,-2.1,8.45,194249,1019
20201218,223,오이,0.2,-2.1,8.45,203388,422.75
20201218,214,상추,0.2,-2.1,8.45,61466,3700
20201218,211,배추,0.2,-2.1,8.45,178556,447.5
20201218,152,감자,0.2,-2.1,8.45,252350,1500
20201218,151,고구마,0.2,-2.1,8.45,168540,3950
20201218,245,양파,0.2,-2.1,8.45,620771,1365
20201218,232,당근,0.2,-2.1,8.45,163040,1216.666667
20201218,225,토마토,0.2,-2.1,8.45,121130,3500
20201218,411,사과,0.2,-2.1,8.45,133978,5950
20201221,224,호박,0,-1,9.99,318042,1069
20201221,223,오이,0,-1,9.99,273616,524.75
20201221,214,상추,0,-1,9.99,91052,4862.5
20201221,152,감자,0,-1,9.99,362985,1500
20201221,151,고구마,0,-1,9.99,232860,3950
20201221,211,배추,0,-1,9.99,534982,437.5
20201221,225,토마토,0,-1,9.99,148512,2820
20201221,245,양파,0,-1,9.99,684256,1365
20201221,232,당근,0,-1,9.99,318710,1216.666667
20201221,411,사과,0,-1,9.99,128504.5,5950
20201222,224,호박,0,2,7.83,215398,1110.75
20201222,223,오이,0,2,7.83,129167,532.75
20201222,214,상추,0,2,7.83,77706,4243.75
20201222,152,감자,0,2,7.83,309450,1500
20201222,211,배추,0,2,7.83,386692,437.5
20201222,151,고구마,0,2,7.83,190150,3950
20201222,245,양파,0,2,7.83,698344,1432.5
20201222,232,당근,0,2,7.83,202940,1216.666667
20201222,225,토마토,0,2,7.83,73515.5,2970
20201222,411,사과,0,2,7.83,113016,5950
20201223,223,오이,0,4.5,4.6,178356,541.25
20201223,214,상추,0,4.5,4.6,80240,4118.75
20201223,211,배추,0,4.5,4.6,497251,367.5
20201223,152,감자,0,4.5,4.6,394200,1500
20201223,151,고구마,0,4.5,4.6,210480,3950
20201223,224,호박,0,4.5,4.6,238778,1119
20201223,225,토마토,0,4.5,4.6,85521.5,3550
20201223,245,양파,0,4.5,4.6,748124,1532.5
20201223,232,당근,0,4.5,4.6,143390,1216.666667
20201223,411,사과,0,4.5,4.6,130961,5950
20201224,223,오이,0,2.6,9.82,128728,538
20201224,214,상추,0,2.6,9.82,74766,3743.75
20201224,211,배추,0,2.6,9.82,268248,312.5
20201224,152,감자,0,2.6,9.82,364930,1500
20201224,151,고구마,0,2.6,9.82,203900,3950
20201224,224,호박,0,2.6,9.82,172195,1085
20201224,225,토마토,0,2.6,9.82,79368.5,3550
20201224,245,양파,0,2.6,9.82,730375,1532.5
20201224,232,당근,0,2.6,9.82,139885,1216.666667
20201224,411,사과,0,2.6,9.82,173028,5950
20201228,223,오이,1.3,6.7,9.12,284398,574.5
20201228,214,상추,1.3,6.7,9.12,106894,5700
20201228,224,호박,1.3,6.7,9.12,336292,1204
20201228,152,감자,1.3,6.7,9.12,386279,1500
20201228,151,고구마,1.3,6.7,9.12,252850,3950
20201228,211,배추,1.3,6.7,9.12,366964.7,362.5
20201228,225,토마토,1.3,6.7,9.12,134689.5,3550
20201228,245,양파,1.3,6.7,9.12,926996,1532.5
20201228,232,당근,1.3,6.7,9.12,200900,1216.666667
20201228,411,사과,1.3,6.7,9.12,213589,5950
20201229,224,호박,0.2,0.1,1.98,207924,1145
20201229,223,오이,0.2,0.1,1.98,134324,603
20201229,214,상추,0.2,0.1,1.98,92882,5156.25
20201229,211,배추,0.2,0.1,1.98,304612,387.5
20201229,152,감자,0.2,0.1,1.98,339260,1500
20201229,151,고구마,0.2,0.1,1.98,159850,3950
20201229,245,양파,0.2,0.1,1.98,735705,1532.5
20201229,232,당근,0.2,0.1,1.98,139350,1216.666667
20201229,225,토마토,0.2,0.1,1.98,84576.5,3550
20201229,411,사과,0.2,0.1,1.98,102490,5950
20201230,224,호박,0,-10.9,11.36,213060,1136.5
20201230,223,오이,0,-10.9,11.36,189030,654.75
20201230,214,상추,0,-10.9,11.36,97594,5868.75
20201230,152,감자,0,-10.9,11.36,307550,1500
20201230,151,고구마,0,-10.9,11.36,214850,3950
20201230,211,배추,0,-10.9,11.36,635060,387.5
20201230,225,토마토,0,-10.9,11.36,111251,3550
20201230,245,양파,0,-10.9,11.36,497403,1532.5
20201230,232,당근,0,-10.9,11.36,138310,1216.666667
20201230,411,사과,0,-10.9,11.36,102242,5950
20201231,223,오이,0,-8.9,9.06,203912,637.75
20201231,214,상추,0,-8.9,9.06,105320.4,5993.75
20201231,151,고구마,0,-8.9,9.06,64660,3950
20201231,152,감자,0,-8.9,9.06,61850,1500
20201231,224,호박,0,-8.9,9.06,179678,1120
20201231,211,배추,0,-8.9,9.06,103008.4,367.5
20201231,225,토마토,0,-8.9,9.06,125752,3550
20201231,245,양파,0,-8.9,9.06,654726.5,1532.5
20201231,232,당근,0,-8.9,9.06,98100,1483.333333
20201231,411,사과,0,-8.9,9.06,26608,5950
20210104,214,상추,0,-3.5,7.44,106440,5993.75
20210104,151,고구마,0,-3.5,7.44,285540,3950
20210104,223,오이,0,-3.5,7.44,441441,557.75
20210104,152,감자,0,-3.5,7.44,392399,1462.5
20210104,211,배추,0,-3.5,7.44,373483.9,390
20210104,224,호박,0,-3.5,7.44,338196,1145
20210104,245,양파,0,-3.5,7.44,746164,1532.5
20210104,232,당근,0,-3.5,7.44,321994.8,1283.333333
20210104,225,토마토,0,-3.5,7.44,166170,3550
20210104,411,사과,0,-3.5,7.44,451894,5950
20210105,214,상추,0,-5.5,10.46,81798,6237.5
20210105,152,감자,0,-5.5,10.46,252880,1662.5
20210105,151,고구마,0,-5.5,10.46,195830,3950
20210105,211,배추,0,-5.5,10.46,404764.5,390
20210105,223,오이,0,-5.5,10.46,125938,644.5
20210105,225,토마토,0,-5.5,10.46,103571.5,3550
20210105,224,호박,0,-5.5,10.46,197266,1279
20210105,245,양파,0,-5.5,10.46,656711,1590
20210105,232,당근,0,-5.5,10.46,297440,1216.666667
20210105,411,사과,0,-5.5,10.46,132556,5950
20210106,223,오이,2.3,-7.4,11.78,193384,719.25
20210106,214,상추,2.3,-7.4,11.78,82372,7412.5
20210106,151,고구마,2.3,-7.4,11.78,236600,3950
20210106,152,감자,2.3,-7.4,11.78,291760,1837.5
20210106,224,호박,2.3,-7.4,11.78,222411,1402.5
20210106,211,배추,2.3,-7.4,11.78,478023.5,390
20210106,225,토마토,2.3,-7.4,11.78,66878,4000
20210106,245,양파,2.3,-7.4,11.78,664677,1622.5
20210106,232,당근,2.3,-7.4,11.78,197740,1216.666667
20210106,411,사과,2.3,-7.4,11.78,102438,5950
20210107,223,오이,0,-14.5,6.78,116547,734.25
20210107,214,상추,0,-14.5,6.78,81524,6031.25
20210107,151,고구마,0,-14.5,6.78,148290,3950
20210107,152,감자,0,-14.5,6.78,230270,1837.5
20210107,224,호박,0,-14.5,6.78,161680,1635
20210107,211,배추,0,-14.5,6.78,205904.8,390
20210107,225,토마토,0,-14.5,6.78,84907.5,4000
20210107,245,양파,0,-14.5,6.78,556497,1672.5
20210107,232,당근,0,-14.5,6.78,150900,1216.666667
20210107,411,사과,0,-14.5,6.78,99496,5950
20210108,224,호박,0,-14.9,12.38,143916,1552.5
20210108,223,오이,0,-14.9,12.38,175266,662.75
20210108,214,상추,0,-14.9,12.38,67862,5112.5
20210108,211,배추,0,-14.9,12.38,99513.5,390
20210108,152,감자,0,-14.9,12.38,169120,2087.5
20210108,151,고구마,0,-14.9,12.38,97790,3950
20210108,245,양파,0,-14.9,12.38,555154,1672.5
20210108,225,토마토,0,-14.9,12.38,106678,4500
20210108,232,당근,0,-14.9,12.38,128710,1416.666667
20210108,411,사과,0,-14.9,12.38,35603,5950
20210111,214,상추,0,-6.7,4.47,47148,6537.5
20210111,152,감자,0,-6.7,4.47,298182,2087.5
20210111,151,고구마,0,-6.7,4.47,174920,3950
20210111,223,오이,0,-6.7,4.47,235358,639.5
20210111,211,배추,0,-6.7,4.47,140730.5,450
20210111,245,양파,0,-6.7,4.47,528601,1707.5
20210111,224,호박,0,-6.7,4.47,229580,1477.5
20210111,232,당근,0,-6.7,4.47,147972,1416.666667
20210111,225,토마토,0,-6.7,4.47,114614,4320
20210111,411,사과,0,-6.7,4.47,135886,5950
20210112,214,상추,2.6,-3.9,6.13,53808,6737.5
20210112,152,감자,2.6,-3.9,6.13,304040,2212.5
20210112,151,고구마,2.6,-3.9,6.13,189550,3950
20210112,223,오이,2.6,-3.9,6.13,93558,659.75
20210112,225,토마토,2.6,-3.9,6.13,83088.5,4320
20210112,224,호박,2.6,-3.9,6.13,140915,1677.5
20210112,245,양파,2.6,-3.9,6.13,737395,1750
20210112,232,당근,2.6,-3.9,6.13,166220,1450
20210112,211,배추,2.6,-3.9,6.13,281388,450
20210112,411,사과,2.6,-3.9,6.13,102710.4,5950
20210113,224,호박,0,2,8.27,185462,1827.5
20210113,223,오이,0,2,8.27,153276,692.75
20210113,214,상추,0,2,8.27,69354,6156.25
20210113,152,감자,0,2,8.27,294380,2337.5
20210113,211,배추,0,2,8.27,116712,450
20210113,151,고구마,0,2,8.27,228810,3950
20210113,245,양파,0,2,8.27,592817,1850
20210113,232,당근,0,2,8.27,164500,1450
20210113,225,토마토,0,2,8.27,64573.5,4320
20210113,411,사과,0,2,8.27,144616,5950
20210114,223,오이,0,1.7,10.21,109746,679.5
20210114,214,상추,0,1.7,10.21,74822,5868.75
20210114,151,고구마,0,1.7,10.21,191040,4250
20210114,224,호박,0,1.7,10.21,156799,2020
20210114,211,배추,0,1.7,10.21,346639.5,450
20210114,225,토마토,0,1.7,10.21,60682.5,4320
20210114,245,양파,0,1.7,10.21,608608,1850
20210114,232,당근,0,1.7,10.21,165530,1516.666667
20210114,152,감자,0,1.7,10.21,373000,2462.5
20210114,411,사과,0,1.7,10.21,117922,5950
20210115,223,오이,0.2,4.5,2.11,133134,761.25
20210115,214,상추,0.2,4.5,2.11,70912,6512.5
20210115,151,고구마,0.2,4.5,2.11,190050,4350
20210115,152,감자,0.2,4.5,2.11,327330,2462.5
20210115,224,호박,0.2,4.5,2.11,100165,2185
20210115,211,배추,0.2,4.5,2.11,276255,450
20210115,225,토마토,0.2,4.5,2.11,94266.5,3370
20210115,245,양파,0.2,4.5,2.11,642938,1850
20210115,232,당근,0.2,4.5,2.11,173690,1550
20210115,411,사과,0.2,4.5,2.11,124042,5950
20210118,214,상추,0.3,-3.8,4.54,97220,6725
20210118,211,배추,0.3,-3.8,4.54,410040,500
20210118,151,고구마,0.3,-3.8,4.54,272810,4450
20210118,152,감자,0.3,-3.8,4.54,279970,2487.5
20210118,223,오이,0.3,-3.8,4.54,291622,864.25
20210118,225,토마토,0.3,-3.8,4.54,137594.5,3370
20210118,224,호박,0.3,-3.8,4.54,267804,2360
20210118,245,양파,0.3,-3.8,4.54,792681,1850
20210118,232,당근,0.3,-3.8,4.54,286407,1583.333333
20210118,411,사과,0.3,-3.8,4.54,262812,5950
20210119,224,호박,0,-6.3,12.48,203896,2202.5
20210119,223,오이,0,-6.3,12.48,113948,774.5
20210119,214,상추,0,-6.3,12.48,73431,6637.5
20210119,211,배추,0,-6.3,12.48,288364,550
20210119,152,감자,0,-6.3,12.48,290080,2487.5
20210119,151,고구마,0,-6.3,12.48,199210,4450
20210119,245,양파,0,-6.3,12.48,667513,1850
20210119,232,당근,0,-6.3,12.48,244860,1583.333333
20210119,225,토마토,0,-6.3,12.48,77056.5,3370
20210119,411,사과,0,-6.3,12.48,128099.5,5950
20210120,224,호박,0,-0.1,11.92,198390,2092.5
20210120,223,오이,0,-0.1,11.92,186578,729.75
20210120,214,상추,0,-0.1,11.92,68926,6681.25
20210120,152,감자,0,-0.1,11.92,235160,2612.5
20210120,151,고구마,0,-0.1,11.92,225390,4450
20210120,211,배추,0,-0.1,11.92,369748,490
20210120,225,토마토,0,-0.1,11.92,72525.4,3370
20210120,245,양파,0,-0.1,11.92,599799,1850
20210120,232,당근,0,-0.1,11.92,215330,1583.333333
20210120,411,사과,0,-0.1,11.92,162953.6,5950
20210121,223,오이,9.2,4.5,2.77,109267,714.5
20210121,214,상추,9.2,4.5,2.77,68528,6350
20210121,151,고구마,9.2,4.5,2.77,134970,4450
20210121,152,감자,9.2,4.5,2.77,201525.6,2612.5
20210121,224,호박,9.2,4.5,2.77,155745,2092.5
20210121,211,배추,9.2,4.5,2.77,306612,490
20210121,245,양파,9.2,4.5,2.77,809690,1865
20210121,232,당근,9.2,4.5,2.77,155632.8,1583.333333
20210121,411,사과,9.2,4.5,2.77,174332,5950
20210121,225,토마토,9.2,4.5,2.77,71809,3370
20210122,224,호박,0.1,5.5,2.34,146160.8,2152.5
20210122,223,오이,0.1,5.5,2.34,177412,721
20210122,214,상추,0.1,5.5,2.34,74870,6093.75
20210122,211,배추,0.1,5.5,2.34,363730,490
20210122,152,감자,0.1,5.5,2.34,209050,2637.5
20210122,151,고구마,0.1,5.5,2.34,167230,4450
20210122,245,양파,0.1,5.5,2.34,513976,1865
20210122,232,당근,0.1,5.5,2.34,189960,1550
20210122,225,토마토,0.1,5.5,2.34,111977.8,3370
20210122,411,사과,0.1,5.5,2.34,230878.8,5950
20210125,224,호박,0,7.9,10.74,306618,2185
20210125,223,오이,0,7.9,10.74,286944,719.5
20210125,214,상추,0,7.9,10.74,88098,6931.25
20210125,152,감자,0,7.9,10.74,483640,2820
20210125,211,배추,0,7.9,10.74,254090,550
20210125,151,고구마,0,7.9,10.74,255610,4450
20210125,245,양파,0,7.9,10.74,684768,1865
20210125,232,당근,0,7.9,10.74,178580,1483.333333
20210125,225,토마토,0,7.9,10.74,126275,3370
20210125,411,사과,0,7.9,10.74,243645,5950
20210126,224,호박,1.7,5.3,1.95,193335,2250
20210126,223,오이,1.7,5.3,1.95,118419,737.75
20210126,214,상추,1.7,5.3,1.95,77076,6475
20210126,152,감자,1.7,5.3,1.95,387600,2820
20210126,211,배추,1.7,5.3,1.95,408250,550
20210126,151,고구마,1.7,5.3,1.95,193200,4450
20210126,245,양파,1.7,5.3,1.95,681130.5,1865
20210126,232,당근,1.7,5.3,1.95,211140,1483.333333
20210126,225,토마토,1.7,5.3,1.95,78107,3370
20210126,411,사과,1.7,5.3,1.95,248384,6050
20210127,224,호박,0,1.7,12.4,177840,2360
20210127,223,오이,0,1.7,12.4,159982,816
20210127,214,상추,0,1.7,12.4,78625,6800
20210127,211,배추,0,1.7,12.4,257831.5,650
20210127,152,감자,0,1.7,12.4,332300,2820
20210127,151,고구마,0,1.7,12.4,184220,4450
20210127,225,토마토,0,1.7,12.4,86566.5,3520
20210127,245,양파,0,1.7,12.4,547695,1805
20210127,232,당근,0,1.7,12.4,182020,1483.333333
20210127,411,사과,0,1.7,12.4,217636,6350
20210128,224,호박,2,-2.6,6.14,168942,2700
20210128,223,오이,2,-2.6,6.14,120902,828
20210128,214,상추,2,-2.6,6.14,77602,6100
20210128,211,배추,2,-2.6,6.14,493176,650
20210128,152,감자,2,-2.6,6.14,333960,2737.5
20210128,151,고구마,2,-2.6,6.14,158790,4450
20210128,245,양파,2,-2.6,6.14,646936,1805
20210128,232,당근,2,-2.6,6.14,150050,1483.333333
20210128,225,토마토,2,-2.6,6.14,72096,3520
20210128,411,사과,2,-2.6,6.14,297495,6350
20210129,214,상추,0,-8.8,14.42,76810,5850
20210129,224,호박,0,-8.8,14.42,151510,2752.5
20210129,223,오이,0,-8.8,14.42,156774,852.75
20210129,211,배추,0,-8.8,14.42,487640,650
20210129,152,감자,0,-8.8,14.42,184530,2737.5
20210129,151,고구마,0,-8.8,14.42,162679,4450
20210129,225,토마토,0,-8.8,14.42,119989.6,3020
20210129,245,양파,0,-8.8,14.42,700028,1805
20210129,232,당근,0,-8.8,14.42,218730,1450
20210129,411,사과,0,-8.8,14.42,241099,6350
20210201,224,호박,0.7,5,5.8,299541,2845
20210201,223,오이,0.7,5,5.8,257342,896.25
20210201,214,상추,0.7,5,5.8,99123,5256.25
20210201,211,배추,0.7,5,5.8,484356.5,650
20210201,152,감자,0.7,5,5.8,338628,2737.5
20210201,151,고구마,0.7,5,5.8,177060,4450
20210201,225,토마토,0.7,5,5.8,151863.3,3070
20210201,245,양파,0.7,5,5.8,692564,1805
20210201,232,당근,0.7,5,5.8,295920,1450
20210201,411,사과,0.7,5,5.8,395103,6350
20210202,223,오이,0,-5.6,14.69,110890,922.75
20210202,214,상추,0,-5.6,14.69,77246,5000
20210202,152,감자,0,-5.6,14.69,244980,2762.5
20210202,151,고구마,0,-5.6,14.69,137220,4450
20210202,224,호박,0,-5.6,14.69,240409.1,2725
20210202,211,배추,0,-5.6,14.69,416614,650
20210202,225,토마토,0,-5.6,14.69,124020.1,3070
20210202,245,양파,0,-5.6,14.69,858248.5,1805
20210202,232,당근,0,-5.6,14.69,310690,1450
20210202,411,사과,0,-5.6,14.69,332060.2,6350
20210203,224,호박,3.4,-3.2,11.7,238303,2475
20210203,223,오이,3.4,-3.2,11.7,187196,926
20210203,214,상추,3.4,-3.2,11.7,70590,5287.5
20210203,151,고구마,3.4,-3.2,11.7,175280,4450
20210203,211,배추,3.4,-3.2,11.7,425631,650
20210203,152,감자,3.4,-3.2,11.7,298070,2762.5
20210203,225,토마토,3.4,-3.2,11.7,80582.5,2900
20210203,245,양파,3.4,-3.2,11.7,816475,1805
20210203,232,당근,3.4,-3.2,11.7,239380,1450
20210203,411,사과,3.4,-3.2,11.7,306019,6650
20210204,223,오이,0.1,-3.6,15.33,109944,919.75
20210204,214,상추,0.1,-3.6,15.33,70310,5450
20210204,152,감자,0.1,-3.6,15.33,282895,2762.5
20210204,151,고구마,0.1,-3.6,15.33,151780,4450
20210204,224,호박,0.1,-3.6,15.33,170813,2312.5
20210204,211,배추,0.1,-3.6,15.33,396271,650
20210204,245,양파,0.1,-3.6,15.33,743542,1805
20210204,225,토마토,0.1,-3.6,15.33,77558.9,2900
20210204,232,당근,0.1,-3.6,15.33,257700,1450
20210204,411,사과,0.1,-3.6,15.33,262591,6650
20210205,223,오이,0,1.4,7.95,167794,1001.25
20210205,214,상추,0,1.4,7.95,71676,5325
20210205,151,고구마,0,1.4,7.95,179690,4450
20210205,152,감자,0,1.4,7.95,311920,2762.5
20210205,224,호박,0,1.4,7.95,187474,2377.5
20210205,211,배추,0,1.4,7.95,360366.9,750
20210205,225,토마토,0,1.4,7.95,134335.2,2900
20210205,245,양파,0,1.4,7.95,795245,1805
20210205,232,당근,0,1.4,7.95,221980,1450
20210205,411,사과,0,1.4,7.95,216763,6650
20210208,225,토마토,0,-3.1,15.91,165076.5,2900
20210208,224,호박,0,-3.1,15.91,310595,2137.5
20210208,223,오이,0,-3.1,15.91,299388,1093
20210208,211,배추,0,-3.1,15.91,507396.5,650
20210208,152,감자,0,-3.1,15.91,325510,2762.5
20210208,151,고구마,0,-3.1,15.91,225910,4450
20210208,214,상추,0,-3.1,15.91,114486,5112.5
20210208,245,양파,0,-3.1,15.91,907298,1805
20210208,232,당근,0,-3.1,15.91,265060,1450
20210208,411,사과,0,-3.1,15.91,111083,6650
20210209,223,오이,0,-0.9,15.46,155068,1079
20210209,214,상추,0,-0.9,15.46,89110,5537.5
20210209,211,배추,0,-0.9,15.46,325890,650
20210209,151,고구마,0,-0.9,15.46,176110,4450
20210209,224,호박,0,-0.9,15.46,249901,1820
20210209,152,감자,0,-0.9,15.46,247940,2762.5
20210209,225,토마토,0,-0.9,15.46,101845.4,2900
20210209,245,양파,0,-0.9,15.46,882339,1850
20210209,232,당근,0,-0.9,15.46,303230,1270
20210209,411,사과,0,-0.9,15.46,31770,6650
20210210,225,토마토,0,3.4,6.15,153177.5,2950
20210210,224,호박,0,3.4,6.15,251418,1462.5
20210210,223,오이,0,3.4,6.15,230636,1012.75
20210210,152,감자,0,3.4,6.15,190490,2762.5
20210210,211,배추,0,3.4,6.15,359981.5,750
20210210,151,고구마,0,3.4,6.15,131060,4250
20210210,214,상추,0,3.4,6.15,97886,5500
20210210,245,양파,0,3.4,6.15,588950.5,1890
20210210,232,당근,0,3.4,6.15,229920,1303.333333
20210210,411,사과,0,3.4,6.15,16646.5,6650
20210215,214,상추,1.4,1.2,9.69,95756,5500
20210215,223,오이,1.4,1.2,9.69,523752,609.75
20210215,211,배추,1.4,1.2,9.69,278657.5,750
20210215,152,감자,1.4,1.2,9.69,310176,2762.5
20210215,151,고구마,1.4,1.2,9.69,160740,4250
20210215,224,호박,1.4,1.2,9.69,313666.8,1285.75
20210215,245,양파,1.4,1.2,9.69,589454.5,2090
20210215,225,토마토,1.4,1.2,9.69,205281.9,2470
20210215,232,당근,1.4,1.2,9.69,171440,1303.333333
20210215,411,사과,1.4,1.2,9.69,42234.6,6650
20210216,223,오이,1.5,-5.1,7.31,142842,604.25
20210216,214,상추,1.5,-5.1,7.31,86220,4437.5
20210216,211,배추,1.5,-5.1,7.31,259203.4,750
20210216,152,감자,1.5,-5.1,7.31,238160,2762.5
20210216,151,고구마,1.5,-5.1,7.31,73210,4350
20210216,224,호박,1.5,-5.1,7.31,190512,1285.75
20210216,225,토마토,1.5,-5.1,7.31,151800,2470
20210216,245,양파,1.5,-5.1,7.31,662826,2090
20210216,232,당근,1.5,-5.1,7.31,160520,1303.333333
20210216,411,사과,1.5,-5.1,7.31,41985,6650
20210217,223,오이,0,-8.3,17.28,270302,604.25
20210217,214,상추,0,-8.3,17.28,86068,3437.5
20210217,224,호박,0,-8.3,17.28,239912,1245
20210217,152,감자,0,-8.3,17.28,290460,2762.5
20210217,151,고구마,0,-8.3,17.28,181650,4350
20210217,211,배추,0,-8.3,17.28,261415,750
20210217,225,토마토,0,-8.3,17.28,97741,2870
20210217,245,양파,0,-8.3,17.28,614390,2115
20210217,232,당근,0,-8.3,17.28,186310,1303.333333
20210217,411,사과,0,-8.3,17.28,69977,6650
20210218,225,토마토,0,-5.8,17.05,78601,3120
20210218,224,호박,0,-5.8,17.05,163167,1326.5
20210218,223,오이,0,-5.8,17.05,142922,592.75
20210218,211,배추,0,-5.8,17.05,145196,800
20210218,152,감자,0,-5.8,17.05,183670,2662.5
20210218,151,고구마,0,-5.8,17.05,126050,4350
20210218,214,상추,0,-5.8,17.05,85547.5,2312.5
20210218,245,양파,0,-5.8,17.05,489180,2115
20210218,232,당근,0,-5.8,17.05,139770,1250
20210218,411,사과,0,-5.8,17.05,58280,6650
20210219,223,오이,0,1.6,14.8,204766,567.75
20210219,214,상추,0,1.6,14.8,84819,2391.25
20210219,211,배추,0,1.6,14.8,199983.9,850
20210219,151,고구마,0,1.6,14.8,132080,4350
20210219,224,호박,0,1.6,14.8,183768.5,1362.5
20210219,152,감자,0,1.6,14.8,184200,2662.5
20210219,225,토마토,0,1.6,14.8,128510,3120
20210219,245,양파,0,1.6,14.8,445034,2115
20210219,232,당근,0,1.6,14.8,103295,1283.333333
20210219,411,사과,0,1.6,14.8,95252,6650
20210222,224,호박,0,7.8,13.04,299060,1352.5
20210222,223,오이,0,7.8,13.04,347598,583
